Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week)
18.0,Female,61.0,1.51,173,146.0,58.0,2.0,1403.0,Cardio,21.7,2.1,2
34.0,Male,40.0,1.88,188,131.0,54.0,1.29,840.0,Cardio,11.9,1.9,3
52.0,Male,88.0,1.87,180,128.0,74.0,1.44,1058.0,Strength,32.2,1.7,4
18.0,Male,91.1,1.76,197,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3
21.0,Male,100.4,1.62,188,128.0,73.0,1.4,614.0,Strength,29.3,3.3,2
42.0,Female,54.0,1.69,179,169.0,53.0,1.19,458.0,Strength,25.7,3.3,3
24.0,Female,44.0,1.79,193,164.0,62.0,1.84,622.0,Strength,26.3,3.5,4
22.0,Female,71.5,1.81,195,164.0,51.0,1.52,935.0,Yoga,22.0,2.6,3
37.0,Female,40.0,1.92,163,129.0,68.0,1.22,1025.0,Cardio,22.7,3.3,2
41.0,Male,53.0,1.62,161,142.0,61.0,1.42,761.0,Strength,21.0,3.3,3
23.0,Female,40.0,1.76,192,143.0,71.0,1.08,1442.0,Yoga,25.7,3.3,5
23.0,Female,41.5,1.89,188,129.0,59.0,1.35,532.0,HIIT,27.6,3.4,3
42.0,Female,67.7,1.82,199,125.0,55.0,0.76,1239.0,Cardio,15.0,3.4,2
48.0,Female,40.0,1.66,189,120.0,74.0,1.36,614.0,Cardio,14.8,2.1,3
42.0,Female,57.1,1.84,199,163.0,74.0,1.2,303.0,Strength,21.3,2.7,3
27.0,Female,41.4,1.69,191,169.0,56.0,1.99,647.0,Yoga,23.2,2.8,5
30.0,Female,62.3,1.82,174,160.0,64.0,1.23,1080.0,Cardio,15.9,2.5,3
41.0,Male,74.7,1.84,170,169.0,57.0,1.391598199,1257.0,Strength,24.8,2.5,3
37.0,Female,94.4,1.7,193,127.0,70.0,1.27,1183.0,HIIT,16.4,3.4,4
56.0,Male,51.5,1.66,198,167.0,70.0,2.0,843.0,Strength,24.2,2.4,3
18.0,Male,47.3,1.75,196,169.0,56.0,1.32,706.0,Cardio,29.0,1.9,2
30.0,Female,85.4,1.71,188,169.0,74.0,1.17,744.0,HIIT,21.6,3.6,4
41.0,Female,65.7,1.57,170,169.0,71.0,1.13,708.0,Yoga,26.5,1.9,5
18.0,Female,82.9,1.54,174,169.0,64.0,0.77,802.0,HIIT,27.8,2.2,3
34.0,Female,58.2,1.7,189,134.0,55.0,0.73,785.0,HIIT,24.0,1.6,4
20.0,Female,73.5,1.87,167,145.0,68.0,2.0,1338.0,HIIT,21.9,3.5,3
56.0,Male,62.9,1.5,194,153.0,74.0,1.85,991.0,Yoga,23.2,2.4,3
42.0,Female,68.5,1.75,187,167.0,54.0,1.3,708.0,Cardio,15.4,1.6,4
27.0,Female,75.1,1.86,175,165.0,70.0,1.29,765.0,Strength,27.0,3.5,4
49.0,Female,56.6,1.75,198,120.0,72.0,1.12,1767.0,Yoga,23.6,2.6,2
19.0,Male,72.5,1.73,184,135.0,71.0,1.12,1392.0,HIIT,11.9,3.5,3
33.0,Female,62.6,1.71,192,158.0,57.0,1.99,1081.0,Yoga,31.3,3.5,2
40.0,Male,78.8,1.7,176,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2
43.0,Male,65.2,1.5,182,157.0,68.0,2.0,1417.0,Yoga,26.7,3.1,4
18.0,Male,53.9,1.62,170,169.0,72.0,1.38,810.0,Cardio,24.7,3.4,3
48.0,Female,49.8,1.69,184,143.0,56.0,1.37,1033.698931,Strength,17.7,2.7,3
40.0,Male,61.0,1.89,196,123.0,71.0,1.45,625.0,Strength,27.4,3.6,3
53.0,Male,95.5,1.52,164,169.0,52.0,1.31,1009.0,Yoga,21.8,1.9,3
33.0,Male,84.0,1.7,194,156.0,73.0,0.5,580.0,Cardio,20.5,2.5,3
23.0,Female,74.2,1.71,199,150.0,57.0,1.05,1166.0,Cardio,34.5,3.3,3
39.0,Female,74.3,1.63,178,169.0,57.0,1.35,1376.0,Yoga,25.9,3.2,3
50.0,Male,59.1,1.74,181,156.0,51.0,1.01,985.0,Yoga,30.1,3.5,2
29.0,Female,57.0,1.62,188,126.0,70.0,2.0,998.0,Yoga,17.9,3.4,4
18.0,Male,41.0,1.97,189,149.0,63.0,1.64,596.0,Strength,23.50936099,1.8,2
35.0,Female,98.0,1.59,179,141.0,62.0,1.04,729.0,Cardio,14.2,1.5,3
23.0,Female,90.5,1.5,182,148.0,67.0,1.16,1204.0,Strength,23.3,2.8,2
51.0,Female,62.7,1.73,198,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4
34.0,Female,73.1,1.73,166,161.0,69.0,1.64,765.0,Yoga,27.0,3.3,4
18.0,Male,40.0,1.85,175,144.0,51.0,2.0,1318.0,Strength,32.7,2.0,4
46.0,Male,40.7,1.66,190,169.0,58.0,0.92,760.0,HIIT,27.2,3.5,5
18.0,Male,69.2,1.62,164,167.0,62.0,1.5,1721.0,HIIT,25.0,2.3,5
51.0,Male,126.0,1.74,190,139.0,57.0,1.04,1108.0,Strength,27.3,3.2,2
44.0,Male,86.1,1.73,178,140.0,51.0,1.12,1244.0,Strength,22.7,3.4,3
48.0,Male,97.0,1.73,172,122.0,74.0,1.7,903.0,Cardio,12.8,3.5,4
36.0,Female,64.4,1.97,166,153.0,59.0,1.45,1132.0,HIIT,27.9,2.9,3
18.0,Male,71.9,1.54,170,121.0,59.0,1.48,658.0,HIIT,18.9,2.6,4
20.0,Female,43.6,1.6,165,141.0,60.0,1.37,1783.0,Strength,16.9,1.5,4
36.0,Female,47.1,1.72,194,145.0,50.0,1.391598199,843.0,Strength,21.8,1.9,3
58.0,Female,40.0,1.7,193,120.0,52.0,0.99,1178.0,Yoga,21.2,2.5,5
31.0,Male,67.4,1.83,167,122.0,66.0,1.49,1032.0,HIIT,30.6,3.1,5
59.0,Male,79.3,1.79,198,162.0,74.0,1.78,933.0,Strength,25.2,2.7,4
24.0,Male,44.3,1.65,189,129.0,56.0,1.9,972.0,Yoga,27.8,3.3,2
18.0,Male,87.3,1.71,199,145.0,65.0,1.16,1783.0,Cardio,30.0,3.3,3
21.0,Male,76.8,1.75,166,125.0,74.0,1.56,1152.0,Strength,25.1,2.7,3
19.0,Male,40.0,1.59,187,152.0,73.0,1.52,948.0,Yoga,27.1,1.6,3
50.0,Male,46.8,1.77,180,128.0,70.0,1.4,803.0,HIIT,17.0,3.3,4
18.0,Female,71.9,1.54,177,120.0,73.0,1.17,817.0,Strength,16.8,2.6,3
40.0,Male,79.5,1.92,184,156.0,52.0,1.29,1178.0,Strength,14.7,1.5,4
18.0,Male,112.4,1.71,177,165.0,55.0,1.56,1044.0,HIIT,33.5,1.7,2
32.0,Male,52.8,1.61,169,169.0,70.0,0.88,1375.0,Strength,24.2,2.7,5
27.0,Female,80.0,1.86,177,153.0,74.0,0.9,886.0,Strength,25.1,1.6,2
36.0,Female,55.5,1.69,198,132.0,71.0,1.85,1590.0,Cardio,15.3,2.2,3
18.0,Male,86.1,2.0,180,158.0,72.0,1.27,1173.0,HIIT,19.7,3.5,2
18.0,Female,49.0,1.72,190,153.0,60.0,0.72,862.0,HIIT,24.4,2.8,4
28.0,Female,74.9,1.74,196,163.0,54.0,1.24,1144.0,Cardio,30.7,1.6,2
54.0,Female,76.8,1.79,189,132.0,64.0,1.32,815.0,Strength,20.7,2.1,4
43.0,Female,40.0,1.55,172,159.0,59.0,1.28,1480.0,Yoga,19.9,3.0,3
41.0,Female,112.2,1.81,188,159.0,53.0,1.16,995.0,Yoga,30.3,3.3,3
54.0,Male,55.2,1.8,168,137.0,55.0,2.0,1472.0,HIIT,27.0,3.1,4
38.0,Male,41.1,1.67,184,133.0,74.0,0.63,804.0,HIIT,25.6,2.8,5
42.0,Male,59.1,1.65,183,138.0,71.0,2.0,957.0,Strength,21.2,2.0,2
23.0,Male,56.2,1.76,195,141.0,55.0,1.45,1195.0,HIIT,23.9,3.2,4
34.0,Female,77.9,1.87,183,169.0,59.0,1.28,691.0,Strength,24.0,3.4,2
26.0,Female,68.6,1.75,184,140.0,60.0,1.26,681.0,HIIT,29.4,1.8,3
18.0,Male,56.1,2.0,180,120.0,57.0,1.04,1461.0,HIIT,27.4,2.0,5
42.0,Female,98.1,1.73,165,120.0,69.0,1.52,477.0,Yoga,21.7,1.9,2
32.0,Female,113.1,1.73,165,135.0,58.0,1.5,1081.0,Yoga,26.2,3.3,4
33.0,Female,76.3,1.88,169,161.0,69.0,1.391598199,1265.0,Cardio,24.2,1.5,4
31.0,Male,40.0,2.0,176,162.0,69.0,1.45,949.0,Cardio,26.9,3.2,3
43.0,Male,57.5,2.0,172,126.0,64.0,1.4,735.0,Cardio,16.9,2.1,3
18.0,Male,94.7,1.52,161,141.0,66.0,1.4,1446.0,Yoga,16.7,2.6,3
29.0,Male,79.4,1.71,186,124.0,74.0,2.0,877.0,Yoga,29.6,1.5,3
40.0,Female,95.3,1.86,171,130.0,67.0,1.46,796.0,Strength,10.0,2.0,4
47.0,Male,100.5,1.56,185,133.0,64.0,0.87,872.0,Cardio,22.1,1.5,4
50.0,Male,56.6,1.96,196,169.0,74.0,2.0,1299.0,Strength,24.8,1.6,3
24.0,Male,86.3,1.71,191,150.0,50.0,1.33,1166.0,Yoga,33.3,1.8,3
53.0,Female,47.5,1.66,166,156.0,55.0,1.1,1766.0,HIIT,22.5,1.6,3
31.0,Female,64.0,1.85,184,147.0,71.0,1.05,571.0,Strength,27.0,2.0,5
18.0,Female,56.0,1.82,170,131.0,62.0,1.55,1249.0,HIIT,23.50936099,2.0,3
26.0,Female,59.8,1.6,180,151.0,58.0,1.2,611.0,HIIT,16.4,2.5,3
39.0,Female,71.3,1.77,171,124.0,74.0,0.69,871.0,Cardio,21.9,2.1,5
51.0,Male,58.8,1.63,188,155.0,59.0,1.1,897.0,Cardio,24.7,3.3,2
52.0,Male,47.8,1.79,168,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5
26.0,Male,92.2,1.59,176,143.0,55.0,1.57,1050.0,Strength,24.5,2.4,4
27.0,Female,55.8,1.67,192,167.0,74.0,2.0,642.0,Yoga,28.8,3.4,3
18.0,Male,100.0,1.73,192,166.0,56.0,1.22,1631.0,Strength,23.3,1.8,4
18.0,Male,50.9,1.73,170,137.0,58.0,1.43,804.0,Strength,23.5,3.7,2
48.0,Female,57.3,1.9,172,146.259322,55.0,1.62,877.0,Yoga,10.0,2.8,2
35.0,Female,68.2,1.7,178,137.0,52.0,2.0,1181.0,HIIT,23.5,3.3,3
30.0,Male,61.6,1.77,170,130.0,74.0,2.0,1068.0,Yoga,24.3,1.5,5
25.0,Female,65.9,1.739233371,180,151.0,56.0,1.66,825.0,Cardio,10.0,2.5,3
37.0,Female,63.1,1.84,185,158.0,56.0,1.3,1248.0,HIIT,31.9,3.5,3
43.0,Female,89.2,1.73,163,135.0,67.0,1.51,1367.0,Yoga,14.5,3.5,3
26.0,Male,75.0,1.91,181,168.0,74.0,1.1,943.0,HIIT,24.8,2.0,3
59.0,Female,47.2,1.68,185,159.0,70.0,1.49,704.0,Strength,15.4,2.2,4
51.0,Female,84.6,1.77,197,141.0,55.0,1.44,543.0,HIIT,23.4,2.9,5
46.0,Female,50.0,1.5,182,149.0,64.0,1.44,929.0,Cardio,23.8,3.3,2
25.0,Female,48.8,1.84,186,168.0,65.0,1.68,972.0,Strength,25.0,1.7,3
25.0,Female,59.2,1.84,168,160.0,51.0,1.53,1476.0,Yoga,25.1,3.7,4
49.0,Female,95.6,1.67,164,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3
58.0,Female,59.0,1.78,166,144.0,74.0,1.47,1152.0,Strength,28.9,3.4,5
39.0,Female,63.2,1.74,181,157.0,54.0,1.62,900.0,Strength,13.9,2.1,5
25.0,Male,113.3,1.75,187,155.0,74.0,1.44,564.0,Strength,22.1,1.6,3
34.0,Female,79.3,1.65,181,149.0,64.0,1.4,501.0,HIIT,12.0,2.3,2
52.0,Female,40.0,1.84,182,156.0,56.0,1.2,1258.0,Cardio,25.0,2.0,4
58.0,Male,87.4,1.64,188,148.0,57.0,0.56,1249.0,Strength,10.0,3.5,3
34.47541899,Male,63.0,1.51,184,169.0,71.0,1.3,1136.0,Cardio,23.8,2.3,3
41.0,Female,117.7,1.67,189,123.0,58.0,2.0,1243.0,Yoga,26.2,3.2,2
48.0,Male,63.8,1.79,185,135.0,71.0,1.69,1242.0,HIIT,29.7,1.5,4
57.0,Female,80.0,1.79,167,127.0,54.0,1.01,312.0,Yoga,24.3,2.6,4
42.0,Female,58.4,1.7,164,156.0,50.0,1.43,1427.0,Strength,23.6,2.5,3
47.0,Female,46.9,1.91,162,145.0,53.0,1.17,733.0,HIIT,23.8,1.5,3
36.0,Female,44.9,1.79,166,120.0,74.0,1.66,811.0,HIIT,16.2,3.3,3
31.0,Female,63.6,1.57,165,169.0,74.0,1.09,1148.0,Strength,15.1,3.4,4
44.0,Female,79.5,1.73,184,155.0,56.0,1.57,1058.0,Yoga,17.8,2.6,4
23.0,Female,88.0,2.0,193,128.0,70.0,1.24,399.0,HIIT,23.9,2.8,3
48.0,Female,91.3,1.58,175,152.0,72.0,1.25,1576.0,Yoga,28.9,3.4,2
19.0,Female,55.2,1.71,172,136.0,74.0,1.93,670.0,Yoga,10.0,3.1,4
24.0,Female,86.5,1.65,196,169.0,59.0,1.08,771.0,Cardio,27.3,2.1,3
44.0,Male,94.4,1.82,182,140.0,57.0,1.38,1369.0,HIIT,20.7,3.2,3
21.0,Male,45.2,1.73,198,156.0,59.0,1.07,1562.0,Cardio,24.2,2.8,4
41.0,Female,40.0,1.6,164,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5
22.0,Male,88.9,1.6,182,148.0,74.0,1.39,1386.0,HIIT,28.9,2.5,3
27.0,Female,61.1,1.59,182,139.0,68.0,1.09,669.0,Yoga,16.7,1.5,3
18.0,Female,90.8,1.66,182,134.0,56.0,1.77,990.0,Yoga,10.0,1.8,4
39.0,Female,67.8,1.59,164,158.0,74.0,1.65,1374.0,Strength,25.9,2.6,5
18.0,Female,74.6,1.71,169,143.0,54.0,1.49,1213.0,Strength,28.7,2.0,2
44.0,Female,68.0,1.66,182,146.0,68.0,0.82,1278.0,HIIT,20.7,3.0,5
18.0,Female,54.2,1.68,199,137.0,74.0,1.67,972.0,HIIT,14.1,3.4,2
37.0,Female,40.0,1.81,164,139.0,62.0,1.35,658.0,Strength,15.4,2.706644144,4
30.0,Male,120.0,1.79,187,141.0,51.0,2.0,1508.0,Yoga,23.50936099,2.5,4
18.0,Male,71.1,1.84,189,127.0,74.0,0.85,1303.0,Strength,15.2,2.8,2
54.0,Female,46.8,1.67,181,169.0,74.0,1.48,1033.698931,Strength,25.5,1.5,4
30.0,Male,45.4,1.73,197,151.0,50.0,1.27,1200.0,Cardio,23.1,3.6,4
34.0,Female,52.8,1.74,177,169.0,66.0,1.6,1286.0,Strength,26.4,3.2,4
44.0,Male,66.8,1.72,191,136.0,68.0,1.34,1239.0,Cardio,31.5,2.8,4
21.0,Male,92.1,1.77,175,167.0,74.0,1.66,737.0,Cardio,25.3,3.3,4
18.0,Female,70.8,1.96,196,130.0,61.0,1.46,708.0,Strength,25.2,2.2,3
27.0,Female,63.3,1.9,183,148.0,67.0,0.58,933.0,HIIT,20.0,3.2,4
26.0,Female,58.6,1.78,198,143.0,74.0,1.59,1008.0,Cardio,21.1,2.2,3
49.0,Female,102.4,1.65,185,148.0,68.0,1.27,980.0,Cardio,34.8,2.0,5
45.0,Male,84.1,1.71,161,169.0,56.0,1.38,480.0,Yoga,22.4,3.4,3
36.0,Female,85.1,1.73,194,156.0,74.0,1.41,1024.0,Cardio,28.9,3.5,4
28.0,Female,44.7,1.68,166,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2
24.0,Male,46.0,1.71,175,126.0,59.0,1.18,1725.0,Strength,26.1,1.5,2
19.0,Female,40.0,1.77,179,139.0,74.0,1.22,1173.0,Yoga,27.7,1.6,3
20.0,Female,42.4,1.69,198,129.0,58.0,0.77,1030.0,HIIT,28.1,1.5,3
28.0,Female,74.7,1.69,163,158.0,58.0,1.37,854.0,HIIT,14.0,3.4,4
37.0,Female,58.0,1.89,182,163.0,72.0,1.39,1156.0,Yoga,26.0,3.4,5
33.0,Female,66.3,1.76,164,120.0,74.0,1.44,419.0,Strength,25.4,2.6,3
25.0,Male,40.0,1.68,175,123.0,66.0,0.74,1783.0,Strength,27.9,3.5,3
32.0,Female,51.2,1.9,162,160.0,60.0,1.25,988.0,Cardio,21.6,2.5,3
59.0,Male,61.0,1.62,191,162.0,74.0,1.69,499.0,HIIT,14.6,1.8,3
18.0,Female,43.8,1.96,193,142.0,50.0,1.03,1590.0,Strength,29.7,3.6,2
46.0,Male,69.0,1.88,177,120.0,74.0,1.63,1183.0,Strength,23.4,3.6,4
20.0,Female,67.60663667,1.75,193,136.0,51.0,0.58,1218.0,Yoga,28.4,3.0,4
18.0,Male,65.3,1.6,177,153.0,74.0,0.96,1033.698931,Yoga,23.6,2.4,4
50.0,Male,62.5,1.67,172,121.0,56.0,1.14,1415.0,Cardio,20.9,2.5,5
22.0,Male,63.7,1.85,192,122.0,53.0,1.06,1032.0,Yoga,24.4,2.5,3
18.0,Female,40.0,1.68,163,137.0,61.0,1.1,1470.0,Cardio,31.7,1.7,4
45.0,Male,94.6,1.69,178,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2
28.0,Female,93.2,1.71,176,149.0,60.0,1.4,1348.0,HIIT,27.2,2.1,3
19.0,Male,75.3,1.67,166,130.0,58.0,1.22,928.0,HIIT,27.4,3.2,3
56.0,Male,54.5,1.76,196,148.0,74.0,1.4,659.0,HIIT,32.1,2.8,4
28.0,Male,75.7,1.85,160,157.0,64.0,1.59,1179.0,Strength,29.7,1.5,3
24.0,Male,51.7,1.93,182,158.0,70.0,1.391598199,1783.0,Yoga,24.4,2.7,2
33.0,Female,58.2,1.62,170,163.0,60.0,1.21,1524.0,Cardio,26.5,2.8,3
19.0,Male,60.7,1.7,183,128.0,74.0,1.22,817.0,Strength,20.9,2.8,4
21.0,Male,86.3,1.74,184,169.0,61.0,1.85,993.0,Strength,24.9,3.4,2
51.0,Female,53.7,1.72,169,120.0,52.0,0.95,1234.0,HIIT,10.0,3.3,3
52.0,Female,98.5,1.96,183,169.0,50.0,1.98,1515.0,Strength,23.50936099,2.2,5
44.0,Female,63.6,1.77,161,169.0,50.0,1.57,1283.0,Cardio,17.8,2.1,3
38.0,Male,41.4,1.71,183,168.0,73.0,0.94,1253.0,Yoga,30.8,3.2,3
55.0,Female,100.0,1.63,183,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3
39.0,Male,40.7,1.84,197,145.0,55.0,1.48,1128.0,Strength,25.3,1.5,4
32.0,Male,58.7,1.739233371,161,130.0,69.0,1.07,733.0,Strength,28.6,1.9,3
23.0,Female,58.2,1.85,196,130.0,57.0,1.36,582.0,HIIT,25.7,1.5,4
36.0,Female,87.9,1.54,177,129.0,58.0,1.93,1010.0,Cardio,21.1,3.3,3
44.0,Female,75.2,1.9,185,131.0,65.0,0.94,1303.0,Cardio,18.0,3.4,3
46.0,Male,49.8,1.91,160,146.0,65.0,2.0,1009.0,HIIT,29.4,3.0,3
55.0,Female,94.9,1.52,196,120.0,73.0,2.0,1309.0,HIIT,27.9,1.5,2
35.0,Male,44.9,1.92,168,123.0,67.0,1.29,572.0,Cardio,20.8,2.1,4
25.0,Male,100.4,1.76,173,169.0,58.0,0.85,1465.0,Cardio,30.4,1.8,3
27.0,Female,53.7,1.75,167,137.0,74.0,2.0,788.0,Yoga,13.3,2.6,3
26.0,Female,64.7,1.61,197,137.0,74.0,1.48,1088.0,HIIT,25.1,2.2,5
37.0,Female,72.1,1.83,164,152.0,58.0,1.58,1091.0,Cardio,34.4,3.3,4
37.0,Female,40.0,1.66,176,134.0,57.0,2.0,931.0,Strength,27.2,2.7,3
26.0,Female,63.6,1.77,173,145.0,55.0,1.29,1586.0,Strength,18.9,2.8,3
34.0,Female,44.3,1.76,180,129.0,58.0,1.85,494.0,Strength,25.8,3.2,4
48.0,Male,59.6,1.78,181,152.0,53.0,1.65,1741.0,Strength,23.2,3.3,4
18.0,Female,72.1,1.79,194,169.0,71.0,1.89,716.0,Strength,16.7,3.2,2
29.0,Male,53.8,1.66,163,133.0,64.0,2.0,1187.0,Strength,34.5,1.5,4
18.0,Male,73.0,1.78,161,131.0,50.0,2.0,1319.0,Strength,26.1,1.5,5
51.0,Female,72.2,1.91,184,140.0,70.0,1.39,960.0,HIIT,21.0,1.5,3
18.0,Female,83.5,1.67,162,169.0,70.0,1.54,1389.0,Cardio,12.1,1.7,2
52.0,Male,83.4,1.52,176,142.0,56.0,1.45,596.0,HIIT,25.6,1.9,3
38.0,Female,46.5,1.65,182,169.0,70.0,1.34,806.0,Cardio,24.1,3.5,2
54.0,Male,71.2,1.7,190,120.0,58.0,1.21,708.0,Strength,14.4,3.1,4
36.0,Female,64.2,1.78,192,130.0,74.0,1.38,1708.0,Yoga,31.9,2.1,3
59.0,Female,85.7,1.6,182,140.0,72.0,2.0,1243.0,Yoga,33.4,1.5,4
41.0,Male,73.2,2.0,179,161.0,58.0,1.06,758.0,HIIT,17.6,1.8,2
51.0,Male,47.1,2.0,177,163.0,65.0,1.29,1140.0,Yoga,21.9,2.8,5
57.0,Female,58.3,1.73,164,132.0,50.0,1.48,492.0,HIIT,27.7,3.6,3
18.0,Male,68.7,1.77,161,169.0,68.0,1.01,1011.0,Cardio,27.3,3.5,3
23.0,Male,47.4,1.96,161,142.0,65.0,1.18,441.0,Cardio,18.7,1.6,3
20.0,Male,66.2,1.85,196,120.0,58.0,0.84,420.0,HIIT,24.9,1.5,4
59.0,Female,65.5,1.78,168,139.0,56.0,1.26,505.0,Strength,22.8,2.0,2
32.0,Female,90.5,1.63,184,166.0,50.0,1.46,1217.0,Strength,31.3,2.0,5
19.0,Female,116.6,1.72,187,126.0,70.0,1.1,779.0,Strength,23.8,2.6,3
49.0,Male,128.5,1.96,196,138.0,68.0,0.5,1165.0,Cardio,26.1,3.4,2
18.0,Female,69.9,1.78,160,143.0,74.0,2.0,930.0,HIIT,19.6,2.0,3
46.0,Female,49.2,1.5,184,120.0,73.0,2.0,832.0,Yoga,25.9,3.3,3
51.0,Male,61.1,1.82,165,163.0,57.0,1.19,1171.0,Yoga,31.7,2.5,4
18.0,Male,49.9,1.74,177,161.0,70.0,2.0,950.0,HIIT,23.0,3.4,4
18.0,Male,40.0,1.73,168,121.0,73.0,0.64,1153.0,HIIT,29.9,3.1,2
34.0,Male,60.5,1.8,171,120.0,68.0,1.57,1452.0,Cardio,27.1,3.2,3
49.0,Male,40.0,1.77,175,127.0,73.0,1.2,1109.0,Yoga,24.7,2.4,3
53.0,Female,76.2,1.67,185,142.0,68.0,1.55,804.0,HIIT,25.5,3.4,3
34.0,Female,74.2,1.83,194,153.0,60.0,1.24,1632.0,Strength,27.3,3.0,4
46.0,Female,48.4,1.82,163,163.0,68.0,1.51,1221.0,HIIT,19.2,3.7,5
37.0,Female,61.3,1.96,193,169.0,65.0,2.0,947.0,Yoga,31.1,3.5,5
50.0,Male,41.9,2.0,199,161.0,74.0,1.24,953.0,Cardio,24.6,3.2,3
32.0,Male,82.3,1.55,172,128.0,74.0,1.52,990.0,HIIT,26.7,2.0,3
53.0,Male,60.8,1.66,199,121.0,69.0,1.12,926.0,Strength,26.5,3.6,4
35.0,Male,68.5,1.73,175,142.0,58.0,1.2,840.0,Cardio,19.3,2.1,2
20.0,Female,67.60663667,1.5,198,128.0,50.0,0.97,906.0,Cardio,31.2,3.4,2
44.0,Female,59.4,1.67,197,164.0,53.0,1.31,676.0,Cardio,24.8,2.706644144,3
46.0,Male,40.0,1.88,168,131.0,69.0,2.0,672.0,Strength,25.4,2.4,2
22.0,Female,54.1,1.76,178,127.0,65.0,1.42,501.0,Strength,29.2,3.7,4
27.0,Male,72.5,1.88,181,162.0,69.0,1.21,1120.0,HIIT,34.6,3.4,4
30.0,Female,98.3,1.84,178,161.0,74.0,1.58,576.0,HIIT,23.3,1.6,3
27.0,Female,60.1,1.94,184,162.0,74.0,2.0,1033.698931,Strength,27.2,3.4,3
38.0,Male,60.5,1.72,187,139.0,50.0,1.34,1096.0,Yoga,20.9,3.7,4
28.0,Male,69.3,1.61,187,140.0,53.0,1.12,998.0,HIIT,17.6,2.8,3
41.0,Female,63.7,1.93,195,155.0,61.0,1.18,1064.0,HIIT,21.2,3.4,4
33.0,Female,63.0,1.71,189,126.0,57.0,1.24,1175.0,Strength,25.6,3.2,3
18.0,Male,115.8,1.68,177,150.0,74.0,1.11,629.0,Strength,24.2,3.6,5
30.0,Male,80.1,1.739233371,192,153.0,50.0,0.55,1222.0,Strength,31.7,1.5,3
23.0,Male,96.5,1.8,187,155.0,68.0,0.92,1465.0,Yoga,29.3,3.2,3
29.0,Female,57.4,1.74,198,165.0,67.0,1.58,880.0,Strength,20.9,3.3,4
18.0,Male,41.6,1.85,181,169.0,52.0,2.0,1130.0,Yoga,14.5,3.4,5
32.0,Female,72.1,1.71,173,156.0,72.0,1.61,606.0,HIIT,12.0,2.7,2
31.0,Female,66.4,1.76,175,140.0,69.0,1.55,640.0,Strength,24.7,3.5,4
30.0,Male,88.3,1.72,195,158.0,70.0,1.391598199,1327.0,Strength,12.3,3.6,3
39.0,Male,83.7,1.52,187,152.0,58.0,1.65,1647.0,Strength,29.3,3.2,3
59.0,Female,97.4,1.57,199,153.0,70.0,0.73,877.0,Yoga,18.1,3.3,4
48.0,Male,56.0,1.7,164,132.0,50.0,2.0,1148.0,HIIT,26.6,3.1,2
27.0,Male,44.1,1.56,169,146.259322,72.0,1.34,1124.0,Strength,10.0,3.1,2
47.0,Male,78.7,1.69,170,144.0,57.0,1.0,845.0,Yoga,24.5,1.9,4
33.0,Male,69.5,1.75,178,131.0,74.0,1.51,1651.0,Strength,32.4,1.6,3
33.0,Female,75.5,1.85,181,147.0,59.0,1.22,1267.0,HIIT,21.8,2.8,3
49.0,Female,58.7,1.79,192,120.0,67.0,0.9,900.0,Cardio,24.4,3.7,4
46.0,Female,68.6,1.63,177,150.0,58.0,2.0,1074.0,Strength,25.8,3.6,3
30.0,Female,67.60663667,1.81,179,144.0,50.0,1.52,1144.0,HIIT,22.0,1.5,2
30.0,Male,40.0,1.67,176,120.0,55.0,1.39,1710.0,Cardio,18.2,2.7,3
54.0,Male,69.8,1.75,170,131.0,72.0,1.29,954.0,Strength,32.0,3.2,2
50.0,Male,69.1,1.88,192,131.0,55.0,0.99,777.0,Yoga,19.9,3.7,3
20.0,Female,102.9,1.61,172,146.0,70.0,1.57,1113.0,Yoga,23.5,3.2,3
28.0,Male,51.1,1.66,161,154.0,65.0,0.86,944.0,HIIT,31.1,3.3,5
18.0,Male,80.5,1.739233371,196,159.0,55.0,2.0,816.0,Yoga,25.2,2.3,2
35.0,Male,75.7,1.61,192,147.0,52.0,0.92,1211.0,Strength,21.2,2.4,3
18.0,Male,63.9,1.71,164,140.0,66.0,1.48,785.0,Yoga,30.2,3.3,4
48.0,Male,71.5,1.71,183,151.0,62.0,1.05,1033.698931,Strength,22.0,2.7,4
28.0,Male,59.2,1.68,187,127.0,54.0,1.53,466.0,Strength,27.3,2.9,2
18.0,Female,50.1,1.8,174,125.0,50.0,1.38,1185.0,HIIT,30.8,3.4,3
42.0,Female,77.0,1.63,185,136.0,68.0,1.07,1029.0,Cardio,29.2,1.5,5
27.0,Male,83.5,1.67,162,129.0,65.0,1.48,1517.0,Yoga,25.8,3.3,2
